From Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (deg),SR (W/mt2),BP (mmHg),VWS (m/s)
2012-05-17,,,5.62875,31.841250000000002,17.562916666666666,,,0.6168181818181818,18.543333333333333,,,,,,33.66916666666666,59.317499999999995,0.6670833333333334,307.19736842105266,146.19208333333333,997.9833333333332,0.45625000000000004
2012-05-18,,,5.089166666666666,26.999166666666667,14.8375,,,2.6831578947368424,22.682916666666667,,,,,,33.04333333333333,59.522083333333335,0.6995833333333333,294.39875,156.69166666666666,998.0958333333333,0.46125
2012-05-19,,,4.170833333333333,22.818749999999998,11.659999999999998,,,0.8094736842105262,21.723333333333333,,,,,,33.498333333333335,69.8425,0.725,311.6185,150.64916666666667,998.5758333333333,0.46625
2012-05-20,,,3.2408333333333332,22.97791666666667,11.015416666666667,,,0.7230000000000001,22.58791666666667,,,,,,33.431666666666665,61.21666666666667,0.6754166666666667,313.57952380952383,129.87791666666666,998.0595833333333,0.4583333333333333
2012-05-21,,,5.471500000000001,27.099,14.3405,,,0.8252380952380951,22.873333333333335,,,,,,33.46583333333333,64.61041666666667,0.6979166666666666,298.46636363636367,149.71958333333333,997.6574999999999,0.46166666666666667
2012-05-22,,,12.937142857142858,31.215714285714284,19.545714285714286,,,0.863157894736842,18.166666666666668,,,,,,33.41958333333333,55.27791666666667,0.6933333333333334,309.3995,161.56083333333333,998.3754166666666,0.45999999999999996
2012-05-23,,,5.3012500000000005,21.415833333333335,12.392916666666666,,,0.7969999999999999,16.97,,,,,,33.42041666666667,63.01791666666667,0.6920833333333333,299.92210526315785,138.80083333333332,997.8620833333333,0.4604166666666667
2012-05-24,,,7.530833333333334,34.82125,20.519583333333333,,,0.6694736842105262,14.224166666666667,,,,,,35.69958333333333,49.71666666666667,0.6508333333333334,307.09777777777776,135.435,996.5416666666666,0.45458333333333334
2012-05-25,,,6.49125,30.417083333333334,17.271666666666665,,,0.8529166666666667,13.283333333333333,,,,,14.11125,35.46,40.565000000000005,0.6675,287.258125,134.03958333333333,992.1308333333333,0.4566666666666667
2012-05-26,,,5.889166666666667,29.03625,16.112083333333334,,,1.170952380952381,12.551666666666668,,,,,,34.54416666666666,44.82041666666667,0.6704166666666667,262.5525,82.45833333333333,990.6883333333334,0.4575
2012-05-27,,,39.760416666666664,30.65125,41.839999999999996,,,0.9368181818181818,16.8025,,,,,,34.684999999999995,46.7225,0.6883333333333334,252.55708333333334,164.25083333333333,989.2758333333333,0.4608333333333334
2012-05-28,,,5.833333333333333,25.11375,14.10375,,,1.0095833333333333,14.52125,,,,,,34.128750000000004,50.956250000000004,0.6687500000000001,243.10125000000002,140.26916666666668,989.3508333333333,0.4575
2012-05-29,,,5.542916666666667,32.62833333333334,17.309583333333332,,,1.405,15.477916666666667,,,,,,34.18333333333333,49.97416666666667,0.6875,247.78333333333333,138.99583333333334,990.9758333333333,0.45916666666666667
2012-05-30,,,7.423333333333333,34.740833333333335,20.054166666666667,,,0.8831818181818182,13.9475,,,,,,35.067083333333336,46.73416666666666,0.6679166666666667,285.1125,158.28416666666666,994.5450000000001,0.45708333333333334
2012-05-31,,,5.91,32.62708333333333,17.6175,,,1.31,12.955833333333333,,,,,,33.90333333333333,47.962916666666665,0.6875,275.45125,116.6425,995.0137500000001,0.46125
2012-06-01,,,6.44125,28.440833333333334,16.462083333333332,,,1.3095454545454546,11.899166666666666,,,,,,33.31583333333334,50.848333333333336,0.6966666666666667,264.71875,135.805,996.1179166666666,0.46249999999999997
2012-06-02,,,5.238333333333333,26.855833333333333,14.42375,,,1.04,15.484583333333333,,,,,,33.754583333333336,51.35125,0.6737500000000001,287.90055555555557,165.1575,996.1108333333333,0.4575
2012-06-03,,,4.555000000000001,20.253333333333334,10.602083333333333,,,1.2713636363636363,17.663333333333334,,,,,,34.05375,53.93625,0.7058333333333334,286.255,177.66458333333333,996.0708333333333,0.46249999999999997
2012-06-04,,,4.659166666666667,24.858333333333334,13.0625,,,1.143181818181818,18.225833333333334,,,,,,33.63458333333333,53.07916666666667,0.7229166666666668,287.2416666666667,179.38583333333335,996.6633333333333,0.46541666666666665
2012-06-05,,,5.334166666666667,25.417083333333334,13.830833333333333,,,1.0308333333333333,14.356250000000001,,,,,,33.20583333333334,52.190416666666664,0.7116666666666666,300.22499999999997,187.75541666666666,997.18,0.4633333333333333
2012-06-06,,,6.666666666666667,26.673333333333332,15.577916666666667,,,1.3118181818181818,14.027500000000002,,,,,,33.34166666666667,49.312083333333334,0.6941666666666667,290.57800000000003,185.41458333333333,996.40125,0.46125
2012-06-07,,,5.435,23.074583333333333,12.838333333333333,,,1.223913043478261,15.771666666666667,,,,,,33.013333333333335,48.696666666666665,0.6866666666666666,284.7076923076923,201.0675,996.72625,0.45875
2012-06-08,,,10.378333333333334,23.487916666666667,16.449166666666667,,,0.9227777777777777,15.26625,,,,,,33.75333333333334,44.604166666666664,0.6737500000000001,317.4291666666667,206.09875,997.8620833333333,0.4579166666666667
2012-06-09,,,7.4575,27.86583333333333,17.0275,,,1.2045454545454546,12.125,,,,,,33.53958333333333,37.895833333333336,0.6645833333333333,332.8018181818182,95.435,998.0495833333333,0.45708333333333334
2012-06-10,,,6.444166666666667,24.235,14.483333333333333,,,1.1454545454545455,12.0025,,,,,,33.708333333333336,37.24166666666667,0.6629166666666667,282.9529166666667,107.65416666666665,997.5091666666667,0.4566666666666667
2012-06-11,,,5.600416666666667,21.132916666666667,12.3075,,,1.134782608695652,12.219166666666666,,,,,,33.245416666666664,42.195,0.69,256.0525,163.99666666666667,997.03875,0.4608333333333334
2012-06-12,,,5.359999999999999,23.41625,13.207500000000001,,,1.223,16.190416666666668,,,,,,32.470416666666665,52.0975,0.7108333333333333,237.67999999999998,165.29083333333332,996.585,0.46291666666666664
2012-06-13,,,5.1125,23.29625,13.035833333333334,,,1.1857894736842105,18.473333333333333,,,,,,31.869583333333335,54.75625,0.7029166666666667,235.26208333333332,156.06208333333333,997.9345833333333,0.46125
2012-06-14,,,4.778333333333333,25.192083333333333,13.5675,,,1.5605,21.073333333333334,,,,,,31.499166666666667,59.57916666666667,0.7050000000000001,234.76291666666668,156.12041666666667,999.1354166666666,0.46249999999999997
2012-06-15,,,5.4175,23.26125,13.191666666666668,,,0.96125,18.06416666666667,,,,,,32.187083333333334,56.93375,0.7141666666666667,241.33124999999998,174.8116666666667,998.4841666666666,0.4633333333333333
2012-06-16,,,5.037333333333334,24.710666666666665,13.168000000000001,,15.752222222222223,1.5714285714285714,17.97533333333333,,,,,,31.488666666666667,66.52266666666667,0.7260000000000001,216.03866666666667,27.09133333333333,997.798,0.4646666666666667
2012-06-17,,,4.56125,20.395416666666666,10.935,,1.8604166666666666,1.1195652173913044,18.15625,,,,,,33.387499999999996,48.11541666666667,0.6845833333333333,269.93333333333334,116.27708333333334,997.6308333333333,0.46125
2012-06-18,,,7.398333333333333,18.431250000000002,12.639583333333334,,1.63375,1.0508695652173914,13.253333333333332,,,,,,32.08583333333333,46.172083333333326,0.695,280.72791666666666,75.61291666666666,997.7404166666666,0.46
2012-06-19,,,7.547083333333333,22.022499999999997,14.231250000000001,,1.56375,0.8958333333333334,15.212083333333332,,,,,,32.34166666666667,48.52125,0.66125,274.74875000000003,142.38333333333333,991.0920833333333,0.455
2012-06-20,,,6.819583333333334,28.288749999999997,16.81083333333333,,1.5679166666666668,1.1225,11.045416666666666,,,,,,33.74208333333333,50.22208333333333,0.6583333333333333,279.37291666666664,145.61125,990.4058333333334,0.4558333333333333
2012-06-21,,,5.961666666666667,23.589583333333334,13.938749999999999,,1.5025000000000002,0.9277272727272727,16.384545454545453,,,,,,34.14958333333333,49.18375,0.6758333333333333,276.27000000000004,167.27166666666668,991.4220833333334,0.45875
2012-06-22,,,4.462083333333333,25.21083333333333,13.259166666666667,,1.4554166666666666,1.1754545454545455,,,,,,,33.420833333333334,57.19833333333333,0.6716666666666667,279.84708333333333,208.39374999999998,998.8404166666666,0.45875
2012-06-23,,,5.8775,22.084999999999997,13.02875,,1.64125,0.9518181818181817,,,,,,,33.330416666666665,58.82916666666667,0.6891666666666666,244.30999999999997,183.405,998.0500000000001,0.4604166666666667
2012-06-24,,,4.8875,17.18916666666667,9.909583333333332,,1.8654166666666665,1.1572727272727272,,,,,,,32.39125,60.54458333333333,0.71875,241.85958333333335,191.775,997.9699999999999,0.46416666666666667
2012-06-25,,,6.339166666666667,23.292916666666667,14.133333333333333,,1.7658333333333334,1.0708333333333333,,,,,,,32.05708333333333,56.82916666666667,0.7050000000000001,248.26541666666665,135.35916666666665,999.8841666666667,0.46249999999999997
2012-06-26,,,7.12875,25.347916666666666,15.637083333333335,,1.6312499999999999,1.3304761904761904,,,,,,,31.674166666666665,60.77375,0.685,247.41166666666666,124.84833333333334,1001.055,0.4595833333333333
2012-06-27,,,5.544583333333333,26.769166666666667,14.94375,,1.4716666666666667,1.087391304347826,,,,,,,30.218333333333334,66.47500000000001,0.67125,260.5395833333333,143.78333333333333,1001.1816666666667,0.4579166666666667
2012-06-28,,,5.542916666666667,35.55458333333333,19.2425,,1.6345833333333333,1.2936363636363637,,,,,,,31.315416666666664,72.93124999999999,0.6354166666666666,280.00304347826085,171.57791666666665,999.9916666666667,0.45166666666666666
2012-06-29,,,5.435416666666666,27.065833333333334,15.090833333333334,,1.6375,1.1845,,,,,,,32.37416666666667,64.60083333333334,0.6479166666666666,289.1120833333333,230.82583333333332,998.5695833333333,0.455
2012-06-30,,,5.060833333333333,25.267083333333332,13.84125,,2.43,1.0595454545454546,,,,,,,32.64041666666667,62.344166666666666,0.6808333333333333,289.52500000000003,172.96708333333333,996.8579166666667,0.45875
2012-07-01,,,4.9279166666666665,26.520833333333332,14.63375,,1.53125,2.0425,,,,,,,31.545,70.295,0.6316666666666667,289.40375,94.21041666666667,995.6904166666667,0.45166666666666666
2012-07-02,,,10.43375,30.95125,20.97375,,1.6504166666666666,1.0577272727272726,,,,,,,32.997499999999995,50.830000000000005,0.6470833333333333,292.1254166666667,110.68708333333332,995.2120833333333,0.45416666666666666
2012-07-03,,,8.679166666666667,32.56333333333333,20.38416666666667,,1.58625,1.158695652173913,,,,,,,32.91458333333333,52.937083333333334,0.6670833333333334,265.8183333333333,148.75833333333333,994.8570833333333,0.4575
2012-07-04,,,5.062083333333333,29.3125,15.994583333333333,,1.9279166666666667,1.035,,,,,,,32.748333333333335,50.20375000000001,0.6779166666666666,286.9454166666667,179.71375,991.6999999999999,0.4583333333333333
2012-07-05,,,5.613333333333333,24.741666666666664,13.97875,,1.72625,1.2747826086956522,,,,,,,32.83583333333333,53.248333333333335,0.6995833333333333,280.0058333333333,214.89625,996.1516666666666,0.46125
2012-07-06,,,5.46875,25.540833333333335,14.409583333333332,,1.59875,1.0986363636363636,,,,,,,32.63375,55.79624999999999,0.6633333333333333,252.24708333333334,197.04958333333332,996.7395833333334,0.45708333333333334
2012-07-07,,,4.196666666666666,20.861666666666668,11.054166666666667,,1.6804166666666667,1.1614285714285715,,,,,,,31.96083333333333,62.838750000000005,0.6441666666666667,247.73291666666668,139.64083333333332,996.4225,0.45458333333333334
2012-07-08,,,4.0737499999999995,17.982499999999998,9.731250000000001,,1.8079166666666666,1.0968181818181817,,,,,,,31.486666666666668,56.18,0.65625,255.88541666666666,162.2675,996.5408333333334,0.45541666666666664
2012-07-09,,,5.265833333333333,21.687083333333334,12.458333333333334,,1.4275,1.19,,,,,,,31.309166666666666,64.52041666666666,0.6616666666666667,236.1875,105.24624999999999,996.9933333333333,0.4558333333333333
2012-07-10,,,4.262083333333334,22.007916666666663,11.644583333333332,,1.8204166666666666,1.4495238095238097,,,,,,,31.475416666666664,67.91625,0.6575,258.2395833333333,176.91375000000002,998.33875,0.45541666666666664
2012-07-11,,,4.6775,24.512916666666666,13.240833333333335,,1.75,1.14,,,,,,,31.014166666666668,65.44708333333334,0.6395833333333333,263.5416666666667,231.7441666666667,999.5420833333333,0.45333333333333337
2012-07-12,,,4.98875,25.422916666666666,14.072083333333333,,1.4349999999999998,1.0976190476190477,,,,,,,31.043333333333333,74.74875,0.62625,271.35541666666666,157.58541666666667,999.3725,0.45
2012-07-13,,,4.36125,23.969166666666666,12.667916666666668,,1.4216666666666666,1.4377272727272727,,,,,,,32.06583333333334,69.15208333333334,0.67125,269.60791666666665,228.32000000000002,998.6404166666666,0.4575
2012-07-14,,,4.070833333333334,24.184583333333336,12.63,,1.64875,1.0817391304347825,,,,,,,30.496666666666666,78.6275,0.6270833333333333,268.5661904761905,92.92750000000001,998.5454166666667,0.45125
2012-07-15,,,4.37125,21.403333333333332,11.545,,2.55625,1.061,,,,,,,30.50583333333333,77.99708333333334,0.6341666666666667,292.5821739130435,102.9375,999.6091666666666,0.45249999999999996
2012-07-16,,,4.235416666666667,26.341250000000002,13.748333333333333,,2.4162500000000002,1.05,,,,,,,31.533749999999998,71.74208333333333,0.6408333333333333,275.01478260869567,197.22958333333335,1000.785,0.45208333333333334
2012-07-17,,,4.535833333333334,30.431250000000002,15.777916666666668,,1.6849999999999998,1.174090909090909,,,,,,,31.492500000000003,77.24416666666666,0.6479166666666667,272.85291666666666,136.58208333333334,1001.0799999999999,0.45333333333333337
2012-07-18,,,6.44875,33.105,18.8475,,1.7095833333333335,1.114,,,,,,,30.342916666666667,79.63125000000001,0.6395833333333333,292.0204166666667,99.80458333333333,1001.2133333333333,0.4529166666666667
2012-07-19,,,5.5425,30.650000000000002,16.97625,,1.2966666666666666,0.9586956521739131,,,,,,,32.687083333333334,61.692499999999995,0.63,300.1091666666667,184.58541666666667,999.9554166666667,0.4504166666666667
2012-07-20,,,5.236666666666667,33.635416666666664,18.267083333333336,,1.5604166666666668,0.9708333333333333,,,,,,,32.42958333333333,54.734583333333326,0.6170833333333333,316.9425,113.92125,998.4699999999999,0.4504166666666667
2012-07-21,,,5.510416666666667,26.42375,15.110833333333334,,1.5383333333333333,0.95375,,,,,,,32.41375,52.165,0.6341666666666667,285.58625,132.52833333333334,998.7295833333333,0.45166666666666666
2012-07-22,,,4.902083333333334,23.63208333333333,13.082500000000001,,1.7666666666666666,1.0908695652173912,,,,,,,32.53208333333333,59.892500000000005,0.6375,298.53833333333336,177.38083333333336,998.0616666666666,0.4529166666666667
2012-07-23,,,5.1225,25.123333333333335,14.012083333333335,,1.3091666666666668,1.0536363636363637,,,,,,,32.62,59.25875,0.6558333333333334,300.11611111111114,197.46416666666667,997.2975,0.4566666666666667
2012-07-24,,,4.89125,22.89833333333333,12.33625,,1.8745833333333335,3.588235294117647,,,,,,,32.63125,54.47541666666667,0.6841666666666667,296.665,329.77791666666667,997.4125,0.4604166666666667
2012-07-25,,,4.5125,23.980416666666667,12.895833333333334,,1.80375,1.184090909090909,,,,,,,32.29,61.53541666666666,0.6416666666666667,290.94307692307694,171.76708333333332,998.4383333333334,0.4529166666666667
2012-07-26,,,5.672916666666667,25.56625,14.577916666666667,,1.6983333333333333,1.0743478260869566,,,,,,,32.401666666666664,68.09041666666667,0.6270833333333333,272.27333333333337,186.03583333333336,998.2075,0.45083333333333336
2012-07-27,,,7.802499999999999,25.41541666666667,16.493750000000002,,1.7041666666666666,1.73,,,,,,,31.824166666666667,69.87541666666667,0.6283333333333333,281.81166666666667,125.51666666666667,997.5370833333333,0.45083333333333336
2012-07-28,,,4.654583333333334,28.049166666666665,15.202916666666667,,1.7354166666666666,0.9541666666666666,,,,,,,32.00083333333333,70.78166666666667,0.6454166666666666,293.72208333333333,221.52374999999998,998.18,0.45416666666666666
2012-07-29,,,5.810833333333334,15.89625,10.133333333333333,,1.5754166666666667,0.9387500000000001,,,,,,,33.22958333333333,56.705000000000005,0.6583333333333333,299.4172222222222,240.32583333333332,999.7225,0.455
2012-07-30,,,6.879583333333334,22.540000000000003,14.308750000000002,,1.8808333333333334,1.1442857142857144,,,,,,,32.98791666666667,58.19166666666666,0.66,313.09944444444443,185.59166666666667,1000.1404166666666,0.45625000000000004
2012-07-31,,,7.73,25.735416666666666,16.49375,,2.8379166666666666,1.1041666666666667,,,,,,,33.086666666666666,49.357499999999995,0.6491666666666667,315.7782608695652,170.91791666666666,1000.2375000000001,0.45416666666666666
